data\images\american_bulldog_135.jpg,284,58,363,128,american_bulldog
data\images\keeshond_150.jpg,140,132,312,332,keeshond
data\images\samoyed_125.jpg,56,40,344,368,samoyed
data\images\pomeranian_190.jpg,26,25,116,130,pomeranian
data\images\english_setter_168.jpg,257,70,348,180,english_setter
data\images\Bombay_131.jpg,79,14,244,211,bombay
data\images\Egyptian_Mau_154.jpg,33,1,375,394,egyptian_mau
data\images\american_pit_bull_terrier_185.jpg,36,1,196,188,american_pit_bull_terrier
data\images\British_Shorthair_17.jpg,116,1,372,242,british_shorthair
data\images\basset_hound_107.jpg,144,1,349,292,basset_hound
data\images\Ragdoll_151.jpg,194,59,263,135,ragdoll
data\images\chihuahua_119.jpg,49,24,156,144,chihuahua
data\images\saint_bernard_16.jpg,109,198,197,271,saint_bernard
data\images\american_pit_bull_terrier_186.jpg,111,40,173,86,american_pit_bull_terrier
data\images\havanese_13.jpg,142,28,293,173,havanese
data\images\basset_hound_181.jpg,34,1,411,375,basset_hound
data\images\Egyptian_Mau_173.jpg,157,13,219,69,egyptian_mau
data\images\leonberger_104.jpg,226,93,354,216,leonberger
data\images\american_pit_bull_terrier_149.jpg,50,10,214,181,american_pit_bull_terrier
data\images\scottish_terrier_111.jpg,92,102,158,213,scottish_terrier
data\images\english_cocker_spaniel_134.jpg,99,140,220,278,english_cocker_spaniel
data\images\miniature_pinscher_156.jpg,96,10,197,145,miniature_pinscher
data\images\pug_112.jpg,76,58,208,173,pug
data\images\scottish_terrier_152.jpg,288,76,498,299,scottish_terrier
data\images\keeshond_145.jpg,59,45,280,310,keeshond
data\images\wheaten_terrier_130.jpg,137,48,275,198,wheaten_terrier
data\images\Persian_192.jpg,109,35,372,252,persian
data\images\Egyptian_Mau_120.jpg,679,27,871,240,egyptian_mau
data\images\great_pyrenees_167.jpg,297,28,397,120,great_pyrenees
data\images\basset_hound_187.jpg,22,137,192,309,basset_hound
data\images\american_bulldog_153.jpg,43,3,472,333,american_bulldog
data\images\american_bulldog_202.jpg,42,17,249,158,american_bulldog
data\images\Persian_162.jpg,49,67,201,201,persian
data\images\British_Shorthair_176.jpg,76,37,340,280,british_shorthair
data\images\chihuahua_171.jpg,90,20,250,184,chihuahua
data\images\scottish_terrier_124.jpg,74,19,348,277,scottish_terrier
data\images\pug_18.jpg,269,68,396,177,pug
data\images\pug_100.jpg,29,95,200,266,pug
data\images\shiba_inu_140.jpg,89,110,231,263,shiba_inu
data\images\pomeranian_140.jpg,110,5,214,134,pomeranian
data\images\saint_bernard_132.jpg,251,106,394,234,saint_bernard
data\images\British_Shorthair_120.jpg,162,70,363,218,british_shorthair
data\images\keeshond_112.jpg,266,28,387,171,keeshond
data\images\British_Shorthair_115.jpg,47,108,362,384,british_shorthair
data\images\japanese_chin_139.jpg,245,53,391,173,japanese_chin
data\images\japanese_chin_108.jpg,185,105,328,201,japanese_chin
data\images\boxer_130.jpg,95,1,390,245,boxer
data\images\great_pyrenees_143.jpg,204,19,425,278,great_pyrenees
data\images\Siamese_176.jpg,50,19,447,360,siamese
data\images\samoyed_108.jpg,89,91,211,253,samoyed
data\images\english_setter_106.jpg,158,113,267,231,english_setter
data\images\Maine_Coon_116.jpg,154,77,225,156,maine_coon
data\images\shiba_inu_122.jpg,30,81,250,343,shiba_inu
data\images\shiba_inu_12.jpg,132,1,318,193,shiba_inu
data\images\Abyssinian_17.jpg,38,92,136,192,abyssinian
data\images\english_setter_174.jpg,242,11,377,109,english_setter
data\images\newfoundland_133.jpg,237,83,335,169,newfoundland
data\images\chihuahua_188.jpg,17,17,141,161,chihuahua
data\images\scottish_terrier_183.jpg,77,147,246,385,scottish_terrier
data\images\great_pyrenees_136.jpg,195,17,399,142,great_pyrenees
data\images\samoyed_138.jpg,132,64,276,239,samoyed
data\images\great_pyrenees_184.jpg,163,52,260,180,great_pyrenees
data\images\Russian_Blue_191.jpg,36,14,289,312,russian_blue
data\images\pomeranian_180.jpg,28,1,155,143,pomeranian
data\images\wheaten_terrier_147.jpg,71,188,269,467,wheaten_terrier
data\images\english_cocker_spaniel_131.jpg,84,86,204,196,english_cocker_spaniel
data\images\Maine_Coon_210.jpg,177,35,330,200,maine_coon
data\images\english_setter_170.jpg,214,67,337,217,english_setter
data\images\Egyptian_Mau_197.jpg,29,29,68,69,egyptian_mau
data\images\english_setter_155.jpg,312,80,465,260,english_setter
data\images\american_bulldog_133.jpg,213,27,394,209,american_bulldog
data\images\pug_180.jpg,154,27,242,111,pug
data\images\beagle_127.jpg,101,10,315,267,beagle
data\images\basset_hound_188.jpg,194,1,474,228,basset_hound
data\images\scottish_terrier_159.jpg,84,24,342,404,scottish_terrier
data\images\British_Shorthair_187.jpg,117,211,246,322,british_shorthair
data\images\basset_hound_173.jpg,41,53,163,201,basset_hound
data\images\Ragdoll_100.jpg,170,15,402,269,ragdoll
data\images\keeshond_161.jpg,56,13,289,179,keeshond
data\images\great_pyrenees_186.jpg,161,117,225,178,great_pyrenees
data\images\Bombay_177.jpg,84,38,134,86,bombay
data\images\english_cocker_spaniel_12.jpg,98,49,345,286,english_cocker_spaniel
data\images\keeshond_188.jpg,13,72,247,339,keeshond
data\images\Sphynx_159.jpg,13,6,221,223,sphynx
data\images\pomeranian_160.jpg,80,33,220,182,pomeranian
data\images\saint_bernard_12.jpg,126,25,379,267,saint_bernard
data\images\samoyed_154.jpg,217,68,282,152,samoyed
data\images\miniature_pinscher_103.jpg,235,45,356,174,miniature_pinscher
data\images\scottish_terrier_157.jpg,290,48,491,188,scottish_terrier
data\images\wheaten_terrier_123.jpg,70,41,375,330,wheaten_terrier
data\images\american_bulldog_103.jpg,126,119,237,226,american_bulldog
data\images\scottish_terrier_179.jpg,110,77,216,236,scottish_terrier
data\images\Bengal_177.jpg,67,110,113,157,bengal
data\images\miniature_pinscher_122.jpg,67,29,162,140,miniature_pinscher
data\images\Bombay_1.jpg,93,43,151,99,bombay
data\images\saint_bernard_183.jpg,66,42,174,143,saint_bernard
data\images\leonberger_100.jpg,71,105,250,299,leonberger
data\images\Abyssinian_178.jpg,78,12,305,261,abyssinian
data\images\saint_bernard_106.jpg,136,86,255,184,saint_bernard
data\images\japanese_chin_17.jpg,158,81,341,195,japanese_chin
data\images\japanese_chin_125.jpg,12,54,268,229,japanese_chin
data\images\american_bulldog_15.jpg,54,42,288,252,american_bulldog
data\images\havanese_188.jpg,65,37,256,193,havanese
data\images\newfoundland_124.jpg,298,87,392,177,newfoundland
data\images\Birman_138.jpg,38,1,284,232,birman
data\images\american_bulldog_137.jpg,225,80,315,170,american_bulldog
data\images\Ragdoll_174.jpg,44,80,231,276,ragdoll
data\images\american_bulldog_104.jpg,96,29,360,253,american_bulldog
data\images\english_cocker_spaniel_177.jpg,223,151,413,373,english_cocker_spaniel
data\images\american_bulldog_115.jpg,182,49,298,173,american_bulldog
data\images\Abyssinian_139.jpg,106,60,227,168,abyssinian
data\images\saint_bernard_102.jpg,164,6,350,195,saint_bernard
data\images\shiba_inu_195.jpg,56,12,176,164,shiba_inu
data\images\pomeranian_127.jpg,89,60,173,158,pomeranian
data\images\yorkshire_terrier_175.jpg,120,70,297,198,yorkshire_terrier
data\images\pomeranian_110.jpg,292,104,390,235,pomeranian
data\images\shiba_inu_159.jpg,10,5,457,305,shiba_inu
data\images\german_shorthaired_140.jpg,121,146,249,271,german_shorthaired
data\images\pug_157.jpg,28,7,243,220,pug
data\images\Russian_Blue_18.jpg,149,14,325,199,russian_blue
data\images\chihuahua_111.jpg,154,46,225,155,chihuahua
data\images\japanese_chin_161.jpg,1,101,341,411,japanese_chin
data\images\Sphynx_134.jpg,147,6,390,204,sphynx
data\images\miniature_pinscher_114.jpg,86,1,187,107,miniature_pinscher
data\images\staffordshire_bull_terrier_168.jpg,123,44,310,236,staffordshire_bull_terrier
data\images\samoyed_167.jpg,125,50,311,231,samoyed
data\images\saint_bernard_167.jpg,149,103,321,252,saint_bernard
data\images\english_setter_111.jpg,85,110,306,290,english_setter
data\images\Ragdoll_147.jpg,198,2,403,213,ragdoll
data\images\chihuahua_154.jpg,100,2,232,108,chihuahua
data\images\english_setter_117.jpg,200,27,336,115,english_setter
data\images\pomeranian_163.jpg,25,10,109,104,pomeranian
data\images\newfoundland_156.jpg,218,64,356,202,newfoundland
data\images\german_shorthaired_120.jpg,52,83,203,181,german_shorthaired
data\images\leonberger_172.jpg,29,14,284,228,leonberger
data\images\german_shorthaired_163.jpg,41,136,173,249,german_shorthaired
data\images\Bengal_185.jpg,49,66,242,233,bengal
data\images\Bombay_114.jpg,114,70,199,151,bombay
data\images\keeshond_132.jpg,127,26,333,305,keeshond
data\images\Bengal_114.jpg,21,32,201,222,bengal
data\images\Bombay_11.jpg,29,5,246,211,bombay
data\images\Abyssinian_12.jpg,94,83,211,190,abyssinian
data\images\english_setter_175.jpg,183,87,349,253,english_setter
data\images\samoyed_121.jpg,175,3,341,267,samoyed
data\images\wheaten_terrier_16.jpg,217,71,351,228,wheaten_terrier
data\images\Bombay_144.jpg,226,1,303,87,bombay
data\images\miniature_pinscher_190.jpg,129,28,227,110,miniature_pinscher
data\images\basset_hound_176.jpg,122,148,375,345,basset_hound
data\images\scottish_terrier_110.jpg,57,27,324,307,scottish_terrier
data\images\Sphynx_125.jpg,1,1,333,364,sphynx
data\images\yorkshire_terrier_156.jpg,76,37,229,157,yorkshire_terrier
data\images\japanese_chin_123.jpg,74,102,286,268,japanese_chin
data\images\Russian_Blue_157.jpg,136,30,295,203,russian_blue
data\images\saint_bernard_103.jpg,163,10,401,261,saint_bernard
data\images\leonberger_154.jpg,172,55,363,309,leonberger
data\images\Egyptian_Mau_129.jpg,89,17,168,106,egyptian_mau
data\images\chihuahua_126.jpg,128,25,298,135,chihuahua
data\images\leonberger_14.jpg,24,22,415,380,leonberger
data\images\staffordshire_bull_terrier_109.jpg,91,21,310,187,staffordshire_bull_terrier
data\images\english_cocker_spaniel_141.jpg,82,15,329,234,english_cocker_spaniel
data\images\leonberger_167.jpg,262,262,367,366,leonberger
data\images\Birman_137.jpg,220,185,273,239,birman
data\images\boxer_140.jpg,92,65,340,278,boxer
data\images\Sphynx_1.jpg,63,33,167,142,sphynx
data\images\Russian_Blue_101.jpg,44,21,181,159,russian_blue
data\images\basset_hound_105.jpg,46,15,304,366,basset_hound
data\images\boxer_109.jpg,85,48,288,239,boxer
data\images\Bombay_106.jpg,33,32,106,118,bombay
data\images\samoyed_135.jpg,149,84,307,284,samoyed
data\images\havanese_11.jpg,107,90,271,223,havanese
data\images\Egyptian_Mau_114.jpg,61,6,108,61,egyptian_mau
data\images\havanese_178.jpg,47,23,386,295,havanese
data\images\yorkshire_terrier_148.jpg,76,49,177,109,yorkshire_terrier
data\images\samoyed_163.jpg,273,59,356,177,samoyed
data\images\Abyssinian_172.jpg,501,24,712,246,abyssinian
data\images\Abyssinian_117.jpg,72,102,217,222,abyssinian
data\images\pug_119.jpg,135,124,271,234,pug
data\images\Ragdoll_188.jpg,173,39,314,179,ragdoll
data\images\basset_hound_163.jpg,172,64,342,229,basset_hound
data\images\pomeranian_128.jpg,25,29,162,190,pomeranian
data\images\pug_173.jpg,90,85,287,245,pug
data\images\Bombay_103.jpg,60,2,109,54,bombay
data\images\staffordshire_bull_terrier_180.jpg,151,26,304,148,staffordshire_bull_terrier
data\images\Russian_Blue_139.jpg,91,11,361,312,russian_blue
data\images\great_pyrenees_162.jpg,273,21,371,124,great_pyrenees
data\images\english_cocker_spaniel_114.jpg,199,51,330,203,english_cocker_spaniel
data\images\samoyed_120.jpg,160,59,256,179,samoyed
data\images\saint_bernard_115.jpg,190,46,276,132,saint_bernard
data\images\pomeranian_111.jpg,92,3,173,81,pomeranian
data\images\basset_hound_132.jpg,9,1,329,449,basset_hound
data\images\shiba_inu_162.jpg,339,68,497,256,shiba_inu
data\images\pomeranian_186.jpg,135,30,221,134,pomeranian
data\images\Maine_Coon_164.jpg,227,55,303,149,maine_coon
data\images\Siamese_125.jpg,121,15,262,173,siamese
data\images\great_pyrenees_101.jpg,167,28,367,215,great_pyrenees
data\images\miniature_pinscher_113.jpg,58,32,170,100,miniature_pinscher
data\images\beagle_154.jpg,95,93,220,191,beagle
data\images\havanese_172.jpg,114,112,233,223,havanese
data\images\yorkshire_terrier_120.jpg,33,32,104,102,yorkshire_terrier
data\images\chihuahua_157.jpg,5,30,110,99,chihuahua
data\images\havanese_180.jpg,132,74,291,210,havanese
data\images\Abyssinian_161.jpg,224,1,470,200,abyssinian
data\images\staffordshire_bull_terrier_147.jpg,24,24,225,288,staffordshire_bull_terrier
data\images\leonberger_11.jpg,164,123,208,160,leonberger
data\images\beagle_13.jpg,179,69,315,199,beagle
data\images\miniature_pinscher_181.jpg,173,3,257,126,miniature_pinscher
data\images\leonberger_129.jpg,140,69,253,195,leonberger
data\images\British_Shorthair_134.jpg,165,5,343,184,british_shorthair
data\images\chihuahua_15.jpg,115,106,341,255,chihuahua
data\images\samoyed_124.jpg,163,9,387,274,samoyed
data\images\american_bulldog_158.jpg,1,1,386,331,american_bulldog
data\images\Persian_13.jpg,73,1,493,274,persian
data\images\leonberger_102.jpg,118,184,239,275,leonberger
data\images\wheaten_terrier_151.jpg,74,16,333,279,wheaten_terrier
data\images\english_cocker_spaniel_140.jpg,68,51,367,367,english_cocker_spaniel
data\images\staffordshire_bull_terrier_163.jpg,144,30,406,285,staffordshire_bull_terrier
data\images\Bengal_127.jpg,115,14,204,122,bengal
data\images\havanese_157.jpg,155,47,342,196,havanese
data\images\Siamese_165.jpg,77,20,344,301,siamese
data\images\Maine_Coon_159.jpg,209,35,314,155,maine_coon
data\images\shiba_inu_11.jpg,140,1,384,235,shiba_inu
data\images\great_pyrenees_100.jpg,133,57,276,210,great_pyrenees
data\images\german_shorthaired_142.jpg,149,109,224,162,german_shorthaired
data\images\shiba_inu_141.jpg,202,37,296,173,shiba_inu
data\images\Persian_186.jpg,107,77,374,344,persian
data\images\boxer_170.jpg,154,8,312,182,boxer
data\images\chihuahua_116.jpg,37,44,159,159,chihuahua
data\images\Bombay_178.jpg,96,8,219,136,bombay
data\images\Abyssinian_175.jpg,63,16,173,126,abyssinian
data\images\pomeranian_168.jpg,128,34,196,105,pomeranian
data\images\Russian_Blue_119.jpg,142,145,206,209,russian_blue
data\images\boxer_108.jpg,92,62,363,295,boxer
data\images\Bengal_143.jpg,70,1,228,143,bengal
data\images\american_pit_bull_terrier_112.jpg,92,26,224,159,american_pit_bull_terrier
data\images\chihuahua_165.jpg,44,21,175,144,chihuahua
data\images\shiba_inu_132.jpg,21,125,334,400,shiba_inu
data\images\pomeranian_147.jpg,91,33,246,214,pomeranian
data\images\chihuahua_143.jpg,14,6,178,190,chihuahua
data\images\japanese_chin_141.jpg,187,91,304,182,japanese_chin
data\images\english_setter_116.jpg,188,59,315,146,english_setter
data\images\english_setter_172.jpg,172,58,276,166,english_setter
data\images\pomeranian_138.jpg,180,34,245,115,pomeranian
data\images\great_pyrenees_12.jpg,179,234,280,320,great_pyrenees
data\images\Bombay_152.jpg,364,98,582,320,bombay
data\images\Russian_Blue_182.jpg,184,4,421,238,russian_blue
data\images\american_pit_bull_terrier_147.jpg,78,102,184,183,american_pit_bull_terrier
data\images\american_pit_bull_terrier_165.jpg,115,9,267,170,american_pit_bull_terrier
data\images\Abyssinian_123.jpg,153,81,333,221,abyssinian
data\images\Birman_120.jpg,80,47,368,290,birman
data\images\staffordshire_bull_terrier_189.jpg,133,9,389,252,staffordshire_bull_terrier
data\images\english_cocker_spaniel_150.jpg,64,38,304,245,english_cocker_spaniel
data\images\shiba_inu_194.jpg,111,13,281,236,shiba_inu
data\images\beagle_112.jpg,24,227,232,392,beagle
data\images\american_pit_bull_terrier_13.jpg,103,53,309,226,american_pit_bull_terrier
data\images\samoyed_130.jpg,221,108,395,287,samoyed
data\images\Siamese_136.jpg,157,16,327,216,siamese
data\images\newfoundland_122.jpg,147,49,277,181,newfoundland
data\images\english_cocker_spaniel_165.jpg,174,45,326,199,english_cocker_spaniel
data\images\great_pyrenees_165.jpg,71,98,187,192,great_pyrenees
data\images\samoyed_126.jpg,95,69,337,307,samoyed
data\images\basset_hound_169.jpg,212,21,395,185,basset_hound
data\images\Maine_Coon_115.jpg,22,1,273,301,maine_coon
data\images\wheaten_terrier_12.jpg,123,21,356,211,wheaten_terrier
data\images\japanese_chin_150.jpg,80,52,365,254,japanese_chin
data\images\Abyssinian_122.jpg,195,10,278,100,abyssinian
data\images\great_pyrenees_182.jpg,121,41,338,315,great_pyrenees
data\images\english_cocker_spaniel_169.jpg,166,65,286,203,english_cocker_spaniel
data\images\english_setter_150.jpg,69,43,259,204,english_setter
data\images\english_setter_120.jpg,90,32,247,137,english_setter
data\images\samoyed_13.jpg,141,13,313,202,samoyed
data\images\yorkshire_terrier_106.jpg,184,104,319,305,yorkshire_terrier
data\images\shiba_inu_199.jpg,56,62,387,372,shiba_inu
data\images\saint_bernard_163.jpg,196,54,352,221,saint_bernard
data\images\Maine_Coon_193.jpg,223,7,386,205,maine_coon
data\images\Bombay_154.jpg,86,57,245,215,bombay
data\images\great_pyrenees_140.jpg,213,28,316,118,great_pyrenees
data\images\Russian_Blue_171.jpg,175,12,386,225,russian_blue
data\images\american_pit_bull_terrier_109.jpg,51,22,162,145,american_pit_bull_terrier
data\images\english_setter_136.jpg,146,19,301,148,english_setter
data\images\english_cocker_spaniel_16.jpg,25,105,154,202,english_cocker_spaniel
data\images\basset_hound_18.jpg,151,22,351,228,basset_hound
data\images\Egyptian_Mau_100.jpg,250,29,295,71,egyptian_mau
data\images\shiba_inu_118.jpg,176,141,266,228,shiba_inu
data\images\Bengal_190.jpg,204,145,286,231,bengal
data\images\scottish_terrier_125.jpg,186,2,348,286,scottish_terrier
data\images\Siamese_170.jpg,183,1,467,295,siamese
data\images\keeshond_168.jpg,138,47,287,234,keeshond
data\images\german_shorthaired_164.jpg,60,48,457,398,german_shorthaired
data\images\japanese_chin_151.jpg,72,101,340,335,japanese_chin
data\images\american_bulldog_128.jpg,153,37,269,153,american_bulldog
data\images\Sphynx_160.jpg,197,27,342,184,sphynx
data\images\Bengal_133.jpg,46,59,107,111,bengal
data\images\Ragdoll_1.jpg,63,29,131,97,ragdoll
data\images\Birman_155.jpg,224,93,403,280,birman
data\images\Sphynx_139.jpg,224,27,366,130,sphynx
data\images\Abyssinian_180.jpg,20,12,127,110,abyssinian
data\images\keeshond_127.jpg,150,78,272,182,keeshond
data\images\yorkshire_terrier_173.jpg,150,20,335,172,yorkshire_terrier
data\images\saint_bernard_13.jpg,180,46,338,204,saint_bernard
data\images\japanese_chin_126.jpg,140,80,229,152,japanese_chin
data\images\havanese_15.jpg,118,118,298,302,havanese
data\images\Siamese_115.jpg,239,30,419,210,siamese
data\images\Birman_136.jpg,303,40,398,126,birman
data\images\havanese_154.jpg,44,62,231,198,havanese
data\images\Siamese_143.jpg,165,38,257,149,siamese
data\images\great_pyrenees_176.jpg,11,51,200,211,great_pyrenees
data\images\yorkshire_terrier_157.jpg,109,20,193,117,yorkshire_terrier
data\images\wheaten_terrier_15.jpg,169,52,364,221,wheaten_terrier
data\images\japanese_chin_113.jpg,118,22,231,88,japanese_chin
data\images\samoyed_139.jpg,72,53,201,203,samoyed
data\images\Bombay_112.jpg,126,32,175,86,bombay
data\images\chihuahua_114.jpg,53,27,239,121,chihuahua
data\images\Russian_Blue_168.jpg,51,120,151,230,russian_blue
data\images\boxer_155.jpg,4,1,307,267,boxer
data\images\leonberger_190.jpg,115,290,278,436,leonberger
data\images\staffordshire_bull_terrier_151.jpg,105,50,406,281,staffordshire_bull_terrier
data\images\staffordshire_bull_terrier_155.jpg,84,40,398,322,staffordshire_bull_terrier
data\images\shiba_inu_120.jpg,136,120,179,178,shiba_inu
data\images\Russian_Blue_114.jpg,187,76,299,186,russian_blue
data\images\beagle_101.jpg,187,64,319,178,beagle
data\images\leonberger_146.jpg,248,61,358,189,leonberger
data\images\japanese_chin_149.jpg,65,30,381,235,japanese_chin
data\images\samoyed_179.jpg,215,73,288,199,samoyed
data\images\Bombay_170.jpg,230,38,368,147,bombay
data\images\german_shorthaired_13.jpg,251,17,367,120,german_shorthaired
data\images\Abyssinian_136.jpg,105,38,227,157,abyssinian
data\images\leonberger_108.jpg,25,4,495,411,leonberger
data\images\pomeranian_156.jpg,98,28,200,139,pomeranian
data\images\shiba_inu_113.jpg,44,200,136,301,shiba_inu
data\images\staffordshire_bull_terrier_167.jpg,138,103,319,292,staffordshire_bull_terrier
data\images\Persian_133.jpg,84,16,386,275,persian
data\images\Abyssinian_152.jpg,154,38,336,238,abyssinian
data\images\staffordshire_bull_terrier_103.jpg,19,70,290,280,staffordshire_bull_terrier
data\images\Maine_Coon_111.jpg,58,1,285,242,maine_coon
data\images\yorkshire_terrier_116.jpg,50,1,232,154,yorkshire_terrier
data\images\pug_121.jpg,72,4,290,194,pug
data\images\samoyed_136.jpg,294,118,368,198,samoyed
data\images\shiba_inu_137.jpg,64,264,103,312,shiba_inu
data\images\leonberger_116.jpg,49,36,212,233,leonberger
data\images\shiba_inu_193.jpg,75,21,276,249,shiba_inu
data\images\newfoundland_186.jpg,254,25,410,175,newfoundland
data\images\Bengal_183.jpg,37,61,125,153,bengal
data\images\Abyssinian_184.jpg,255,161,361,274,abyssinian
data\images\chihuahua_145.jpg,96,35,190,118,chihuahua
data\images\Persian_187.jpg,162,16,392,283,persian
data\images\Sphynx_198.jpg,13,63,307,327,sphynx
data\images\basset_hound_108.jpg,157,30,357,345,basset_hound
data\images\Russian_Blue_152.jpg,160,6,416,265,russian_blue
data\images\beagle_138.jpg,155,1,367,183,beagle
data\images\chihuahua_12.jpg,292,15,416,196,chihuahua
data\images\havanese_185.jpg,104,11,483,356,havanese
data\images\miniature_pinscher_137.jpg,11,13,164,166,miniature_pinscher
data\images\Russian_Blue_166.jpg,150,64,239,165,russian_blue
data\images\pomeranian_14.jpg,112,1,388,283,pomeranian
data\images\Birman_125.jpg,1,1,253,283,birman
data\images\american_bulldog_130.jpg,31,12,372,295,american_bulldog
data\images\boxer_187.jpg,212,39,455,248,boxer
data\images\samoyed_156.jpg,120,1,286,234,samoyed
data\images\scottish_terrier_146.jpg,170,1,382,262,scottish_terrier
data\images\american_pit_bull_terrier_128.jpg,59,70,154,153,american_pit_bull_terrier
data\images\german_shorthaired_12.jpg,208,21,381,155,german_shorthaired
data\images\leonberger_149.jpg,122,24,379,334,leonberger
data\images\yorkshire_terrier_118.jpg,36,2,178,162,yorkshire_terrier
data\images\miniature_pinscher_188.jpg,43,27,159,159,miniature_pinscher
data\images\Siamese_102.jpg,154,92,348,268,siamese
data\images\boxer_182.jpg,152,182,226,248,boxer
data\images\Bengal_124.jpg,52,47,147,153,bengal
data\images\pomeranian_143.jpg,121,1,208,98,pomeranian
data\images\japanese_chin_182.jpg,170,95,374,226,japanese_chin
data\images\chihuahua_186.jpg,126,22,210,106,chihuahua
data\images\english_setter_138.jpg,152,55,257,143,english_setter
data\images\beagle_164.jpg,157,64,277,143,beagle
data\images\Sphynx_157.jpg,241,16,349,127,sphynx
data\images\miniature_pinscher_151.jpg,73,18,200,186,miniature_pinscher
data\images\Persian_168.jpg,280,88,464,241,persian
data\images\samoyed_142.jpg,204,108,333,267,samoyed
data\images\american_pit_bull_terrier_102.jpg,110,26,338,295,american_pit_bull_terrier
data\images\miniature_pinscher_161.jpg,85,5,227,181,miniature_pinscher
data\images\boxer_143.jpg,56,32,391,321,boxer
data\images\Persian_137.jpg,206,1,354,130,persian
data\images\pug_184.jpg,85,53,167,118,pug
data\images\beagle_18.jpg,43,31,291,204,beagle
data\images\Sphynx_155.jpg,221,21,454,277,sphynx
data\images\leonberger_178.jpg,148,47,289,164,leonberger
data\images\wheaten_terrier_136.jpg,129,62,248,160,wheaten_terrier
data\images\english_cocker_spaniel_146.jpg,40,60,217,222,english_cocker_spaniel
data\images\saint_bernard_100.jpg,106,90,304,263,saint_bernard
data\images\miniature_pinscher_110.jpg,217,6,364,163,miniature_pinscher
data\images\basset_hound_166.jpg,167,38,342,253,basset_hound
data\images\basset_hound_131.jpg,138,65,285,368,basset_hound
data\images\Bengal_142.jpg,168,26,272,124,bengal
data\images\wheaten_terrier_140.jpg,111,6,353,239,wheaten_terrier
data\images\Birman_17.jpg,118,10,292,217,birman
data\images\english_setter_118.jpg,197,82,263,134,english_setter
data\images\havanese_139.jpg,160,6,463,273,havanese
data\images\boxer_135.jpg,86,9,412,308,boxer
data\images\Ragdoll_163.jpg,136,111,240,216,ragdoll
data\images\yorkshire_terrier_164.jpg,104,28,357,213,yorkshire_terrier
data\images\pomeranian_130.jpg,129,12,224,119,pomeranian
data\images\yorkshire_terrier_161.jpg,46,50,311,279,yorkshire_terrier
data\images\keeshond_18.jpg,128,11,349,334,keeshond
data\images\British_Shorthair_159.jpg,174,59,361,226,british_shorthair
data\images\yorkshire_terrier_152.jpg,97,30,211,127,yorkshire_terrier
data\images\basset_hound_15.jpg,45,3,205,160,basset_hound
data\images\Abyssinian_111.jpg,298,94,423,213,abyssinian
data\images\american_bulldog_14.jpg,92,22,369,343,american_bulldog
data\images\great_pyrenees_171.jpg,351,71,450,175,great_pyrenees
data\images\shiba_inu_157.jpg,138,69,256,179,shiba_inu
data\images\havanese_140.jpg,101,33,495,235,havanese
data\images\saint_bernard_109.jpg,164,95,257,171,saint_bernard
data\images\beagle_140.jpg,110,71,258,174,beagle
data\images\Sphynx_107.jpg,75,130,282,356,sphynx
data\images\keeshond_120.jpg,169,5,346,238,keeshond
data\images\Bengal_18.jpg,213,42,315,168,bengal
